date,open,max,min,close,volume,spread
2026-07-27,25.65,25.65,24.05,24.05,9195,0.05
2026-07-28,26.0,26.45,25.7,25.7,31725,1.65
2026-07-29,26.3,28.25,23.25,23.25,138595,-2.45
2026-07-30,24.0,25.0,22.75,23.2,25304,-0.05
2026-07-31,24.0,24.7,22.15,22.5,59846,-0.7
2026-08-03,22.2,24.65,22.2,23.1,32508,0.6
2026-08-04,24.5,24.5,22.6,22.6,66000,-0.5
2026-08-05,24.0,24.85,24.0,24.35,17915,1.75
2026-08-06,26.7,26.75,24.55,25.2,105700,0.85
2026-08-07,26.9,27.7,25.8,25.95,140287,0.75
2026-08-10,26.85,28.5,26.85,27.7,68293,1.75
2026-08-11,30.45,30.45,29.6,30.45,110889,2.75
2026-08-12,33.45,33.45,33.45,33.45,30081,3.0
2026-08-13,36.75,36.75,36.75,36.75,50950,3.3
2026-08-14,40.4,40.4,40.4,40.4,396961,3.65
2026-08-17,44.4,44.4,44.4,44.4,60888,4.0
2026-08-18,48.8,48.8,48.8,48.8,363060,0.0
2026-08-19,53.6,53.6,50.0,53.6,700718,4.8
2026-08-20,58.6,58.9,56.5,58.9,228615,5.3
2026-08-21,64.7,64.7,64.7,64.7,131142,5.8
