date,open,max,min,close,volume,spread
2026-09-01,33.8,33.9,33.45,33.45,136791,-0.15
2026-09-02,33.45,33.8,33.35,33.6,140878,0.15
2026-09-03,33.85,34.2,32.75,32.8,341505,-0.8
2026-09-04,33.05,33.9,32.8,33.9,236310,1.1
2026-09-07,33.85,33.85,33.3,33.5,115000,-0.4
2026-09-08,33.1,33.45,32.5,32.5,239894,-1.0
2026-09-09,32.8,32.8,32.4,32.45,150826,-0.05
2026-09-10,32.45,32.6,32.15,32.55,140063,0.1
2026-09-11,33.0,35.8,33.0,35.8,4234479,3.25
2026-09-14,38.8,39.35,38.4,39.35,2185407,3.55
2026-09-15,40.95,43.25,40.05,43.25,7140627,3.9
2026-09-16,43.25,45.0,42.0,43.65,46253058,0.4
2026-09-17,43.45,44.5,41.5,41.7,9363080,-1.95
2026-09-18,41.7,45.85,41.2,45.85,12298765,4.15
2026-09-21,48.4,49.45,46.55,46.55,26714608,0.7
2026-09-22,47.05,47.05,45.5,46.85,2869403,0.3
