date,open,max,min,close,volume,spread
2026-07-16,0.0,0.0,0.0,0.0,0,0.0
2026-07-17,0.0,0.0,0.0,0.0,0,0.0
2026-07-20,0.0,0.0,0.0,0.0,0,0.0
2026-07-21,0.0,0.0,0.0,0.0,0,0.0
2026-07-22,0.0,0.0,0.0,0.0,0,0.0
2026-07-23,0.0,0.0,0.0,0.0,0,0.0
2026-07-24,0.0,0.0,0.0,0.0,0,0.0
2026-07-27,0.0,0.0,0.0,0.0,0,0.0
2026-07-28,0.0,0.0,0.0,0.0,0,0.0
2026-07-29,0.0,0.0,0.0,0.0,0,0.0
2026-07-30,0.0,0.0,0.0,0.0,0,0.0
2026-07-31,0.0,0.0,0.0,0.0,0,0.0
2026-08-03,1.63,1.63,1.63,1.63,1000,0.0
2026-08-04,1.32,1.32,1.32,1.32,2000,-0.31
2026-08-05,1.1,1.18,1.1,1.11,120000,-0.21
2026-08-06,0.94,1.12,0.94,1.09,83000,-0.02
2026-08-07,0.0,0.0,0.0,0.0,0,0.0
2026-08-10,1.11,1.11,1.11,1.11,6000,0.0
2026-08-11,1.13,1.14,1.11,1.11,13000,0.0
2026-08-12,1.15,1.17,1.15,1.17,2000,0.06
2026-08-13,1.27,1.33,1.2,1.2,209000,0.03
2026-08-14,1.19,1.19,1.1,1.1,231000,-0.1
2026-08-17,1.08,1.24,1.04,1.24,440000,0.14
2026-08-18,1.31,1.34,1.12,1.16,412000,-0.08
