date,open,max,min,close,volume,spread
2026-08-12,402.5,418.5,402.0,418.5,11222065,38.0
2026-08-13,445.0,445.0,417.0,421.0,48701734,2.5
2026-08-14,427.0,462.0,413.0,428.5,45126332,7.5
2026-08-17,430.5,434.0,418.5,419.5,19738692,-9.0
2026-08-18,425.5,441.0,415.0,416.0,33692925,-3.5
2026-08-19,398.0,413.5,392.0,410.5,15547200,-5.5
2026-08-20,420.0,428.5,406.0,413.5,18583866,3.0
2026-08-21,417.0,444.0,404.5,436.0,30889572,22.5
2026-08-24,430.0,435.0,417.0,417.0,14155691,-19.0
2026-08-25,411.0,429.0,399.0,429.0,12093364,12.0
2026-08-26,420.0,456.5,419.0,449.5,32261028,20.5
2026-08-27,454.0,494.0,446.0,494.0,38603747,44.5
2026-08-28,525.0,543.0,505.0,543.0,40976352,49.0
2026-08-31,538.0,549.0,515.0,540.0,50006004,-3.0
2026-09-01,541.0,564.0,525.0,526.0,31423337,-14.0
2026-09-02,515.0,521.0,503.0,503.0,6012553,-23.0
2026-09-03,513.0,514.0,470.0,470.0,7890805,-33.0
2026-09-04,481.0,500.0,469.5,500.0,4455967,30.0
