date,open,max,min,close,volume,spread
2026-08-13,4655.0,4825.0,4545.0,4660.0,2186337,0.0
2026-08-14,4700.0,4920.0,4590.0,4610.0,1840365,-50.0
2026-08-17,4670.0,5070.0,4670.0,5070.0,3382103,460.0
2026-08-18,5115.0,5330.0,5055.0,5290.0,3723401,220.0
2026-08-19,5135.0,5720.0,5110.0,5550.0,3873944,260.0
2026-08-20,5570.0,5680.0,5405.0,5515.0,2952357,-35.0
2026-08-21,5520.0,5750.0,5260.0,5610.0,3439678,95.0
2026-08-24,5620.0,5700.0,5375.0,5385.0,2364421,-225.0
2026-08-25,5350.0,5740.0,5295.0,5720.0,2181353,335.0
2026-08-26,5920.0,6290.0,5875.0,6290.0,2001695,570.0
2026-08-27,6615.0,6915.0,6605.0,6915.0,2913470,625.0
2026-08-28,7005.0,7270.0,6865.0,7065.0,4885655,150.0
2026-08-31,7065.0,7735.0,7025.0,7650.0,3700248,585.0
2026-09-01,7655.0,7995.0,7565.0,7580.0,3399074,-70.0
2026-09-02,7470.0,7955.0,7460.0,7810.0,2294173,230.0
2026-09-03,7770.0,7825.0,7090.0,7150.0,1688885,-660.0
