date,open,max,min,close,volume,spread
2026-08-05,118.0,122.0,114.0,115.0,2106521,2.0
2026-08-06,115.0,115.0,108.0,110.5,1628864,-4.5
2026-08-07,111.0,112.5,103.0,107.5,971506,-3.0
2026-08-10,118.0,118.0,116.0,118.0,2458930,10.5
2026-08-11,120.0,124.5,114.0,121.5,2862098,3.5
2026-08-12,117.0,133.5,117.0,133.0,5747695,11.5
2026-08-13,133.5,146.0,133.5,141.0,8173144,8.0
2026-08-14,138.0,141.0,134.5,136.5,3497904,-4.5
2026-08-17,139.5,150.0,137.5,150.0,6043259,13.5
2026-08-18,149.0,154.0,141.0,146.0,5658394,-4.0
2026-08-19,138.5,149.5,138.0,147.5,3425365,1.5
2026-08-20,153.0,153.0,142.0,151.0,4161912,3.5
2026-08-21,150.0,152.5,141.5,151.0,3700112,0.0
2026-08-24,150.5,166.0,148.0,166.0,7649771,15.0
2026-08-25,162.0,182.5,158.0,182.5,9039439,16.5
2026-08-26,179.5,185.5,174.0,180.5,4316568,0.0
2026-08-27,179.0,186.0,178.5,180.0,3021038,-0.5
2026-08-28,183.0,186.0,181.0,181.5,2263729,1.5
2026-08-31,180.0,185.0,170.0,185.0,3365781,3.5
2026-09-01,185.0,203.0,183.5,200.0,3640072,15.0
