date,open,max,min,close,volume,spread
2026-08-31,21.7,22.0,21.6,21.65,68721,-0.05
2026-09-01,21.7,21.7,21.55,21.55,123152,-0.1
2026-09-02,21.5,21.7,21.5,21.6,42524,0.05
2026-09-03,21.55,21.7,21.5,21.5,91248,-0.1
2026-09-04,21.5,21.55,21.3,21.45,81842,-0.05
2026-09-07,21.45,21.45,21.3,21.4,107003,-0.05
2026-09-08,21.3,21.35,21.15,21.15,55043,-0.25
2026-09-09,21.1,21.3,21.0,21.15,72710,0.0
2026-09-10,21.1,21.2,21.0,21.2,38362,0.05
2026-09-11,23.3,23.3,23.3,23.3,386864,2.1
2026-09-14,25.6,25.6,25.6,25.6,314134,2.3
2026-09-15,28.15,28.15,28.15,28.15,1058647,2.55
2026-09-16,30.95,30.95,28.8,29.1,7539447,0.95
2026-09-17,29.6,29.6,28.1,28.65,1929476,-0.45
2026-09-18,31.3,31.5,30.5,31.5,1644733,2.85
2026-09-21,28.65,31.0,28.35,31.0,3406718,-0.5
