date,open,max,min,close,volume,spread
2026-08-03,53.3,56.1,52.8,55.9,191525,2.6
2026-08-04,56.8,56.8,53.4,53.6,155108,-2.3
2026-08-05,53.8,54.1,52.5,53.0,250555,-0.6
2026-08-06,53.2,55.1,52.6,54.3,191741,1.3
2026-08-07,55.6,56.0,53.7,54.0,185877,-0.3
2026-08-10,54.9,56.1,54.5,56.1,175537,2.1
2026-08-11,56.1,57.4,54.6,55.6,219435,-0.5
2026-08-12,55.6,57.5,55.6,56.9,160304,1.3
2026-08-13,57.0,62.5,56.9,62.0,1079377,5.1
2026-08-14,60.0,65.0,59.8,63.6,714033,1.6
2026-08-17,63.6,69.9,62.2,68.0,1691046,4.4
2026-08-18,69.4,73.0,69.0,72.9,1523534,4.9
2026-08-19,71.5,72.0,67.5,71.0,773645,-1.9
2026-08-20,71.5,72.7,67.5,71.9,665963,0.9
2026-08-21,70.7,78.0,70.7,72.9,1178337,1.0
