date,open,max,min,close,volume,spread
2026-07-24,682.0,700.0,628.0,640.0,1418350,-57.0
2026-07-27,640.0,640.0,576.0,585.0,2103196,-55.0
2026-07-28,527.0,527.0,527.0,527.0,291893,-58.0
2026-07-29,474.5,474.5,474.5,474.5,786939,-52.5
2026-07-30,427.5,442.0,427.5,427.5,3974280,-47.0
2026-07-31,470.0,470.0,416.5,450.0,6002702,22.5
2026-08-03,430.0,480.0,430.0,459.5,3239573,9.5
2026-08-04,479.5,505.0,479.5,498.0,3768241,38.5
2026-08-05,525.0,547.0,520.0,547.0,1209964,49.0
2026-08-06,541.0,593.0,525.0,593.0,1797474,46.0
2026-08-07,595.0,595.0,534.0,535.0,1934185,-58.0
2026-08-10,555.0,588.0,551.0,588.0,1250697,53.0
2026-08-11,617.0,646.0,594.0,646.0,22693182,58.0
2026-08-12,646.0,710.0,631.0,685.0,24162223,39.0
2026-08-13,706.0,752.0,690.0,691.0,24964846,6.0
2026-08-14,695.0,695.0,640.0,647.0,2283382,-44.0
2026-08-17,647.0,692.0,605.0,689.0,1451748,42.0
2026-08-18,673.0,685.0,656.0,668.0,1321195,-21.0
