date,open,max,min,close,volume,spread
2026-08-14,0.0,0.0,0.0,0.0,0,0.0
2026-08-17,6.09,6.09,6.09,6.09,2000,0.0
2026-08-18,0.0,0.0,0.0,0.0,0,0.0
2026-08-19,6.07,6.07,6.0,6.0,8051,-0.08
2026-08-20,5.55,5.66,5.55,5.56,14003,-0.44
2026-08-21,5.56,5.79,5.56,5.79,16600,0.23
2026-08-24,5.42,5.42,5.36,5.36,16200,-0.43
2026-08-25,5.38,5.39,5.38,5.39,5100,0.03
2026-08-26,5.4,5.79,5.38,5.79,43235,0.4
2026-08-27,5.71,5.71,5.71,5.71,3000,-0.08
2026-08-28,6.0,6.28,6.0,6.28,26502,0.57
2026-08-31,6.9,6.9,6.88,6.9,98677,0.62
2026-09-01,7.5,7.59,7.5,7.59,72678,0.69
2026-09-02,8.34,8.34,8.34,8.34,134030,0.75
2026-09-03,9.05,9.17,8.5,9.1,234927,0.76
2026-09-04,8.34,8.34,8.19,8.19,64493,-0.91
