date,open,max,min,close,volume,spread
2026-08-03,52.6,55.5,52.5,55.1,3132511,3.2
2026-08-04,55.0,56.6,54.6,56.4,2413652,1.3
2026-08-05,58.0,58.5,56.3,56.8,2471347,0.4
2026-08-06,56.8,59.8,56.0,59.5,4002272,2.7
2026-08-07,60.2,60.7,58.8,60.0,2534548,0.5
2026-08-10,61.0,62.3,60.0,62.3,3826560,2.3
2026-08-11,61.9,62.5,60.7,61.1,2642224,-1.2
2026-08-12,61.1,62.8,60.8,62.5,2735481,1.4
2026-08-13,62.5,63.4,61.3,61.3,3887334,-1.2
2026-08-14,16.2,16.2,16.2,16.2,370664,0.0
2026-08-17,17.8,17.8,17.8,17.8,108016,1.6
2026-08-18,19.55,19.55,19.55,19.55,5133909,1.75
2026-08-19,21.5,21.5,21.5,21.5,11029477,1.95
2026-08-20,23.65,23.65,23.65,23.65,4015566,2.15
2026-08-21,26.0,26.0,26.0,26.0,1851969,2.35
2026-08-24,28.6,28.6,28.6,28.6,1346180,2.6
2026-08-25,31.45,31.45,31.45,31.45,5392515,2.85
2026-08-26,34.55,34.55,34.55,34.55,1471683,3.1
2026-08-27,38.0,38.0,38.0,38.0,3114597,3.45
2026-08-28,41.8,41.8,34.2,34.2,22431019,-3.8
2026-08-31,30.8,36.0,30.8,36.0,12104399,1.8
