date,open,max,min,close,volume,spread
2026-07-15,176.0,177.5,169.0,171.0,2420379,-1.0
2026-07-16,168.0,181.0,164.0,169.5,5028150,-1.5
2026-07-17,161.0,165.0,155.0,156.0,3222603,-13.5
2026-07-20,156.0,156.5,144.5,148.5,2530424,-7.5
2026-07-21,149.5,154.0,146.0,151.5,1787283,3.0
2026-07-22,156.0,160.5,152.5,156.5,1699959,5.0
2026-07-23,158.5,165.5,158.0,163.0,3202835,6.5
2026-07-24,159.0,159.5,150.5,150.5,1467061,-12.5
2026-07-27,153.0,165.5,153.0,165.5,6950967,15.0
2026-07-28,160.0,171.0,157.0,158.0,24796028,-7.5
2026-07-29,159.5,173.5,158.0,173.5,23151286,15.5
2026-07-30,173.5,182.0,156.5,156.5,24752693,-17.0
2026-07-31,168.0,172.0,164.5,172.0,9574074,15.5
2026-08-03,172.0,187.0,166.5,180.0,16291215,8.0
2026-08-04,176.0,196.5,174.0,179.5,19462151,-0.5
2026-08-05,183.0,183.0,172.5,174.5,2366860,-5.0
2026-08-06,173.0,180.0,171.5,176.0,824389,1.5
2026-08-07,180.0,181.0,173.0,173.5,1090655,-2.5
2026-08-10,176.0,180.0,175.0,178.0,690569,4.5
2026-08-11,178.5,178.5,171.0,174.5,663787,-3.5
2026-08-12,174.5,179.5,172.0,179.0,983603,4.5
2026-08-13,181.0,181.5,177.5,181.0,1486519,2.0
2026-08-14,185.5,191.5,170.5,172.0,5773368,-9.0
2026-08-17,173.0,186.0,171.0,178.5,7591769,6.5
2026-08-18,180.5,185.5,175.0,175.0,4709922,-3.5
