date,open,max,min,close,volume,spread
2026-08-17,0.0,0.0,0.0,0.0,0,0.0
2026-08-18,0.0,0.0,0.0,0.0,0,0.0
2026-08-19,0.0,0.0,0.0,0.0,0,0.0
2026-08-20,0.0,0.0,0.0,0.0,0,0.0
2026-08-21,0.0,0.0,0.0,0.0,0,0.0
2026-08-24,0.0,0.0,0.0,0.0,0,0.0
2026-08-25,0.0,0.0,0.0,0.0,0,0.0
2026-08-26,0.0,0.0,0.0,0.0,0,0.0
2026-08-27,0.0,0.0,0.0,0.0,0,0.0
2026-08-28,16.2,16.2,16.2,16.2,1000,-1.8
2026-08-31,14.5,14.5,14.5,14.5,1000,-1.7
2026-09-01,12.9,12.9,12.9,12.9,2000,-1.6
2026-09-02,11.1,11.1,11.1,11.1,1000,-1.8
2026-09-03,9.5,9.5,9.5,9.5,1000,-1.6
2026-09-04,7.9,7.9,7.9,7.9,1000,-1.6
