date,open,max,min,close,volume,spread
2026-08-24,109.5,111.5,107.0,109.5,676536,1.0
2026-08-25,109.5,116.0,107.5,115.5,1094387,6.0
2026-08-26,118.5,127.0,115.5,127.0,1745493,11.5
2026-08-27,131.0,131.5,122.0,124.5,4637384,-2.5
2026-08-28,125.5,130.0,123.5,127.5,2876244,3.0
2026-08-31,127.5,130.0,117.5,120.5,2443045,-7.0
2026-09-01,119.0,132.5,119.0,129.5,5176896,9.0
2026-09-02,127.0,142.0,127.0,142.0,4304618,12.5
2026-09-03,143.0,144.5,130.5,131.0,7905506,-11.0
2026-09-04,133.0,136.0,128.0,132.5,3367359,1.5
2026-09-07,133.5,144.0,133.0,134.5,3507051,2.0
2026-09-08,135.5,146.0,135.5,146.0,8161748,11.5
2026-09-09,155.0,159.0,143.0,149.5,13469637,3.5
2026-09-10,147.5,164.0,145.0,160.0,8989194,10.5
2026-09-11,158.5,162.0,148.0,154.5,11742273,-5.5
2026-09-14,149.5,159.5,148.5,159.5,1766532,5.0
2026-09-15,161.0,162.5,156.5,157.5,1373705,-2.0
2026-09-16,161.0,167.0,158.0,164.0,1593629,6.5
2026-09-17,168.0,169.5,160.5,161.0,1551946,-3.0
