date,open,max,min,close,volume,spread
2026-08-13,525.0,543.0,499.5,527.0,2549984,20.0
2026-08-14,516.0,516.0,491.0,510.0,1409677,-17.0
2026-08-17,510.0,550.0,502.0,550.0,2057160,40.0
2026-08-18,562.0,600.0,559.0,579.0,22420757,29.0
2026-08-19,533.0,593.0,529.0,567.0,20473679,-12.0
2026-08-20,585.0,586.0,549.0,553.0,12860080,-14.0
2026-08-21,558.0,578.0,541.0,551.0,13968830,-2.0
2026-08-24,547.0,550.0,506.0,507.0,10502677,-44.0
2026-08-25,496.5,539.0,483.0,533.0,13690488,26.0
2026-08-26,528.0,584.0,527.0,574.0,17184221,41.0
2026-08-27,580.0,598.0,567.0,578.0,16731740,4.0
2026-08-28,586.0,635.0,576.0,635.0,19408073,57.0
2026-08-31,627.0,646.0,601.0,646.0,19380494,11.0
2026-09-01,648.0,653.0,620.0,625.0,16284651,-21.0
2026-09-02,619.0,626.0,601.0,602.0,11020011,-23.0
