date,open,max,min,close,volume,spread
2026-08-03,0.0,0.0,0.0,0.0,0,0.0
2026-08-04,0.0,0.0,0.0,0.0,0,0.0
2026-08-05,0.0,0.0,0.0,0.0,0,0.0
2026-08-06,0.0,0.0,0.0,0.0,0,0.0
2026-08-07,0.0,0.0,0.0,0.0,0,0.0
2026-08-10,0.0,0.0,0.0,0.0,0,0.0
2026-08-11,0.0,0.0,0.0,0.0,0,0.0
2026-08-12,0.0,0.0,0.0,0.0,0,0.0
2026-08-13,0.0,0.0,0.0,0.0,0,0.0
2026-08-14,5.4,5.4,5.4,5.4,1000,0.0
2026-08-17,4.85,4.85,4.85,4.85,2000,-0.55
2026-08-18,4.28,4.28,4.28,4.28,2000,-0.57
2026-08-19,3.73,3.73,3.73,3.73,2000,-0.55
2026-08-20,3.18,3.18,3.18,3.18,2000,-0.55
2026-08-21,2.63,2.63,2.63,2.63,2000,-0.55
2026-08-24,0.0,0.0,0.0,0.0,0,0.0
2026-08-25,0.0,0.0,0.0,0.0,0,0.0
2026-08-26,2.81,2.84,2.81,2.84,3000,0.0
2026-08-27,0.0,0.0,0.0,0.0,0,0.0
2026-08-28,0.0,0.0,0.0,0.0,0,0.0
