date,open,max,min,close,volume,spread
2026-07-28,175.0,181.0,174.0,174.0,1050789,-12.0
2026-07-29,175.0,175.0,157.0,157.0,1651083,-17.0
2026-07-30,145.0,158.0,145.0,150.0,1582387,-7.0
2026-07-31,165.0,165.0,160.0,165.0,1045281,15.0
2026-08-03,169.5,175.5,167.5,172.5,1035498,7.5
2026-08-04,175.5,180.0,175.5,178.5,892286,6.0
2026-08-05,190.5,190.5,185.0,189.0,1076498,10.5
2026-08-06,187.5,191.0,184.0,190.0,824341,1.0
2026-08-07,190.0,190.0,184.5,185.0,601074,-5.0
2026-08-10,177.5,182.5,170.0,172.0,6417956,-13.0
2026-08-11,170.0,189.0,162.5,189.0,8820185,17.0
2026-08-12,185.0,185.0,172.5,173.0,13435330,-16.0
2026-08-13,174.0,183.5,173.5,183.5,9506531,10.5
2026-08-14,182.0,201.5,182.0,201.5,16897715,18.0
2026-08-17,206.5,213.5,188.0,191.5,31630547,-10.0
2026-08-18,185.0,195.0,185.0,186.0,2118292,-5.5
2026-08-19,181.0,185.0,176.5,185.0,1149953,-1.0
