date,open,max,min,close,volume,spread
2026-07-23,766.0,796.0,720.0,761.0,5482496,31.0
2026-07-24,745.0,817.0,699.0,705.0,9635229,-56.0
2026-07-27,708.0,766.0,695.0,743.0,4913808,38.0
2026-07-28,615.0,660.0,580.0,583.0,9696507,0.0
2026-07-29,580.0,597.0,525.0,525.0,6859018,-58.0
2026-07-30,525.0,571.0,486.0,495.0,5870737,-30.0
2026-07-31,544.0,544.0,523.0,544.0,2573198,49.0
2026-08-03,545.0,598.0,545.0,598.0,2574237,54.0
2026-08-04,640.0,657.0,630.0,657.0,3127333,59.0
2026-08-05,722.0,722.0,700.0,722.0,3796009,65.0
2026-08-06,722.0,757.0,706.0,710.0,11407495,-12.0
2026-08-07,702.0,745.0,668.0,671.0,6467446,-39.0
2026-08-10,698.0,735.0,692.0,706.0,6014359,35.0
2026-08-11,690.0,723.0,673.0,683.0,4927578,-23.0
2026-08-12,685.0,735.0,682.0,718.0,7189735,35.0
2026-08-13,740.0,740.0,715.0,717.0,1616988,-1.0
2026-08-14,718.0,722.0,688.0,702.0,1210444,-15.0
2026-08-17,705.0,733.0,691.0,733.0,1182074,31.0
2026-08-18,733.0,733.0,711.0,711.0,1606728,-22.0
2026-08-19,675.0,721.0,675.0,710.0,876572,-1.0
2026-08-20,730.0,736.0,711.0,736.0,1094261,26.0
2026-08-21,734.0,783.0,725.0,783.0,2920225,47.0
2026-08-24,783.0,793.0,725.0,727.0,5597034,-56.0
2026-08-25,707.0,786.0,690.0,770.0,4822302,43.0
2026-08-26,770.0,797.0,764.0,777.0,6699541,7.0
2026-08-27,789.0,814.0,769.0,776.0,6843657,-1.0
2026-08-28,765.0,784.0,750.0,754.0,5157985,-22.0
2026-08-31,731.0,750.0,726.0,741.0,1158627,-13.0
2026-09-01,746.0,765.0,736.0,761.0,954368,20.0
2026-09-02,749.0,767.0,749.0,766.0,829057,5.0
2026-09-03,779.0,780.0,720.0,720.0,1077181,-46.0
