date,open,max,min,close,volume,spread
2026-08-06,223.0,234.0,214.0,229.0,6889824,10.5
2026-08-07,224.5,236.0,222.0,231.0,6855908,2.0
2026-08-10,247.0,249.5,230.0,233.0,11372394,2.0
2026-08-11,233.5,235.0,228.5,230.5,3756240,-2.5
2026-08-12,231.0,236.0,229.5,230.0,3679206,-0.5
2026-08-13,231.5,241.5,230.0,231.5,6363573,1.5
2026-08-14,233.5,236.0,225.5,225.5,4285814,-6.0
2026-08-17,223.0,245.0,222.0,238.0,9215472,12.5
2026-08-18,241.5,249.0,235.0,235.0,9207171,-3.0
2026-08-19,227.0,246.5,224.5,235.0,10318984,0.0
2026-08-20,240.0,255.0,227.0,251.0,16747756,16.0
2026-08-21,249.0,251.0,238.5,243.5,17124147,-7.5
2026-08-24,247.0,257.0,243.5,249.0,14006202,5.5
2026-08-25,244.5,258.0,241.0,258.0,13936306,9.0
2026-08-26,255.0,267.5,250.0,262.5,17556293,4.5
2026-08-27,260.0,265.0,255.5,259.0,4349173,-3.5
2026-08-28,262.0,264.0,260.0,261.0,2530720,2.0
2026-08-31,260.0,263.5,259.5,263.0,2420453,2.0
2026-09-01,266.0,276.0,266.0,276.0,4976542,13.0
2026-09-02,272.0,288.0,270.5,288.0,7156723,12.0
