date,open,max,min,close,volume,spread
2026-08-12,13.1,13.35,13.1,13.35,8120,0.15
2026-08-13,13.25,13.25,13.25,13.25,10531,-0.1
2026-08-14,14.15,14.15,14.15,14.15,1000,0.9
2026-08-17,13.05,13.95,13.05,13.95,2000,-0.2
2026-08-18,15.3,15.3,15.3,15.3,1000,1.35
2026-08-19,14.35,14.35,13.85,13.85,5000,-1.45
2026-08-20,0.0,0.0,0.0,0.0,0,0.0
2026-08-21,13.05,13.95,13.05,13.95,2000,0.1
2026-08-24,14.5,14.5,13.55,13.55,2000,-0.4
2026-08-25,14.9,14.9,14.9,14.9,15008,1.35
2026-08-26,16.35,16.35,16.35,16.35,7474,1.45
2026-08-27,17.95,17.95,17.95,17.95,6000,1.6
2026-08-28,19.7,19.7,18.1,19.65,63234,1.7
2026-08-31,19.65,20.0,19.65,19.9,25061,0.25
2026-09-01,20.0,20.0,20.0,20.0,2000,0.1
