date,open,max,min,close,volume,spread
2026-08-20,15.3,15.95,15.2,15.3,27000,0.25
2026-08-21,15.8,15.8,15.2,15.7,5009,0.4
2026-08-24,15.3,16.1,15.3,15.35,12000,-0.35
2026-08-25,15.8,15.8,15.1,15.35,25000,0.0
2026-08-26,15.25,15.25,15.05,15.05,10000,-0.3
2026-08-27,15.45,15.45,14.8,14.9,66001,-0.15
2026-08-28,14.9,14.9,14.0,14.35,186243,-0.55
2026-08-31,14.05,14.15,14.0,14.15,38220,-0.2
2026-09-01,13.8,14.15,13.8,14.0,33110,-0.15
2026-09-02,14.45,15.4,14.35,15.4,98216,1.4
2026-09-03,16.5,16.9,16.3,16.9,260187,1.5
2026-09-04,18.55,18.55,18.5,18.55,381032,1.65
2026-09-07,20.4,20.4,20.4,20.4,237363,1.85
2026-09-08,22.4,22.4,22.4,22.4,193488,2.0
2026-09-09,24.6,24.6,24.6,24.6,413712,2.2
2026-09-10,27.05,27.05,24.95,26.75,1975918,2.15
2026-09-11,25.7,25.7,24.5,24.85,582532,-1.9
