date,open,max,min,close,volume,spread
2026-07-31,0.0,0.0,0.0,0.0,0,0.0
2026-08-03,0.0,0.0,0.0,0.0,0,0.0
2026-08-04,0.0,0.0,0.0,0.0,0,0.0
2026-08-05,0.0,0.0,0.0,0.0,0,0.0
2026-08-06,0.0,0.0,0.0,0.0,0,0.0
2026-08-07,0.0,0.0,0.0,0.0,0,0.0
2026-08-10,0.0,0.0,0.0,0.0,0,0.0
2026-08-11,0.0,0.0,0.0,0.0,0,0.0
2026-08-12,3.91,3.91,3.91,3.91,1000,-0.35
2026-08-13,0.0,0.0,0.0,0.0,0,0.0
2026-08-14,0.0,0.0,0.0,0.0,0,0.0
2026-08-17,0.0,0.0,0.0,0.0,0,0.0
2026-08-18,2.79,2.79,2.79,2.79,1000,-0.36
2026-08-19,2.44,2.44,2.44,2.44,2000,-0.35
2026-08-20,2.07,2.07,2.07,2.07,10000,-0.37
2026-08-21,0.0,0.0,0.0,0.0,0,0.0
2026-08-24,1.67,1.7,1.67,1.7,10000,-0.08
2026-08-25,0.0,0.0,0.0,0.0,0,0.0
2026-08-26,1.96,1.96,1.96,1.96,1000,0.26
2026-08-27,0.0,0.0,0.0,0.0,0,0.0
