date,open,max,min,close,volume,spread
2026-07-27,81.1,83.0,80.8,82.4,87345,-0.4
2026-07-28,81.0,81.0,76.8,76.8,157939,-5.6
2026-07-29,75.2,76.9,69.2,71.0,534688,-5.8
2026-07-30,68.7,74.0,68.7,70.6,148186,-0.4
2026-07-31,74.1,77.6,73.8,77.6,183779,7.0
2026-08-03,77.5,81.4,77.5,78.8,124104,1.2
2026-08-04,79.0,81.7,78.4,80.8,108604,2.0
2026-08-05,82.3,85.3,81.3,83.4,243165,2.6
2026-08-06,84.0,87.0,83.7,87.0,229747,3.6
2026-08-07,95.7,95.7,95.7,95.7,219305,8.7
2026-08-10,105.0,105.0,105.0,105.0,329944,9.3
2026-08-11,107.0,109.5,101.5,104.5,1946551,-0.5
2026-08-12,105.0,111.0,104.5,109.0,875610,4.5
2026-08-13,111.5,119.5,109.0,117.5,1696810,8.5
2026-08-14,117.5,126.5,116.5,123.5,2078393,6.0
2026-08-17,131.0,132.5,126.0,130.0,643973,6.5
2026-08-18,134.5,139.0,132.0,137.5,871701,7.5
2026-08-19,134.0,138.0,132.5,136.5,422178,-1.0
2026-08-20,137.5,140.0,128.0,133.0,500679,-3.5
2026-08-21,133.0,133.0,125.0,133.0,670158,0.0
