date,open,max,min,close,volume,spread
2026-07-29,101.0,101.0,89.3,93.3,2648745,-5.9
2026-07-30,91.5,94.1,84.1,86.3,1252028,-7.0
2026-07-31,92.1,94.4,89.8,90.0,1071327,3.7
2026-08-03,90.8,99.0,88.7,99.0,1181994,9.0
2026-08-04,100.5,108.0,99.8,103.5,1901961,4.5
2026-08-05,108.0,113.0,106.5,113.0,1469724,9.5
2026-08-06,113.0,114.0,109.0,111.0,1127812,-2.0
2026-08-07,111.5,121.0,110.5,116.5,1930008,5.5
2026-08-10,118.5,127.0,118.0,125.0,2038674,8.5
2026-08-11,130.0,131.0,121.5,124.5,2514314,-0.5
2026-08-12,126.0,133.0,124.5,131.0,2193368,6.5
2026-08-13,144.0,144.0,144.0,144.0,1762694,13.0
2026-08-14,154.0,158.0,154.0,158.0,6332074,14.0
2026-08-17,159.5,168.5,155.5,158.5,7989800,0.5
2026-08-18,158.5,174.0,153.5,174.0,6626050,15.5
2026-08-19,170.0,190.5,169.0,190.5,3131550,16.5
2026-08-20,190.5,190.5,176.0,183.5,2193617,-7.0
2026-08-21,185.5,193.0,182.0,192.0,1655576,8.5
2026-08-24,191.0,200.5,180.0,185.0,1011420,-7.0
2026-08-25,185.5,200.0,180.5,200.0,1027800,15.0
2026-08-26,195.5,205.0,195.5,203.5,541520,3.5
2026-08-27,208.0,208.0,199.0,203.5,412922,0.0
